teacher,Question,Answer
전미정,"왜 차수가 가장 낮은 문자로 정리해야 하나요?
높은 문자를 내림차순으로 정리하면 안 되나요? ","우리 친구 반가워요^^
 우리 친구 물론 차수가 높은 문자를 내림차순으로 정리를 한 후
 구할 수도 있답니다."
전미정,"p. 35, 문제 42-1에서 (- x + 1)² = - x² - 2x + 1이 왜 옳지 않은 것인지 모르겠어요ㅠㅠ
 ","우리 친구 반가워요^^
 전개했을 때 옳지 않아서인데..
 쌤이 아래 사진으로 첨부해놓을게요!"
전미정,"부등식 모르겠어요
안녕하세요 교재 42쪽 23번 문제 이해가 안되서 그러는데요
상자에 최대 8개 들어가면 한 상자가 완성되니까 x에 4가 아니라 3울 빼야 하는거 아닌가요?? 이해가 안되요ㅠ","우리 친구 반가워요^^
 쌤이 풀이를 파일로 첨부해 놓을게요^^
 그림으로 설명을 해놨으니"
전미정,"꼭짓점의 좌표
y=a(x-p)제곱+q 에서 꼭짓점의 좌표는 -p,q인가요?
 또 y=a(x-5)제곱+8 의 꼭짓점의 좌표는 5,8인가요? ","우리 친구 반가워요^^
 꼭짓점의 좌표는 (p,q)이구요^^
 두번째 식의 꼭짓점 좌표는(5,8)이랍니다^^"
전미정,"절댓값 질문이요!!
a<0일때 -a>0 이라고 하셨는데
절댓값 a를 구하라고하셨잖아요
그런데 절댓값은 -부호를 때고나오는거잖아요
근데 왜 절댓값a 가 -a가 나오죠??","우리 친구 반가워요^^
 우리 숫자를 넣어 생각해봐요^^
 a<0이므로 a=-2라고 해볼게요^^"
전미정,"78-1번 질문입니다.
답지에 반직선 CA 를 반직선 CB라고 하면 틀린답인가요?
두 반직선은 시작점과 방향이 같으니까 같다고 생각할 수 있을까요? ","우리 친구 반가워요^^
 우리 친구 말대로 반직선CA를 반직선CB로 생각해도 틀리지 않답니다^^
 반직선의 경우 시작점과 방향이 같으면 같은 반직선이므로"
전미정,11쪽에 008-2번 문제 정답은 정확히는 12개아닌가요? ,"우리 친구 반가워요^^
 우리 친구 11쪽에 08-2
 x는 -5보다 크고 3/4보다 크지 않다~"
전미정,"44쪽 예제2번 -(b-c)(a-b)(a-c)가 왜(a-b)(b-c)(c-a)
인지 모르겠어요 (c-b)(a-b)(a-c)는 답이 아닌가요..? ","우리 친구 반가워요^^
 우리 친구가 말한  (c-b)(a-b)(a-c) 또한 답이 될 수 있답니다.
  -(b-c)(a-b)(a-c)에서 앞에 있는 - 역시 인수분해 해줘야 하는데"
전미정,16쪽 018-2 풀이를 이해못하겠어요,"우리 친구 반가워요^^
 √2=1.xxxx이죠?
 √8은 √4=2와 √9=3 사이의 수 이므로 √8=2.xxx가 될거에요~"
전미정,14쪽  014-2번에  루트(×-3)제곱 은 왜 절대값 형태가 되어야 하나요?,"우리 친구 반가워요^^
 문제에서 주어진 x값의 범위 때문이랍니다.
 0<x<3이므로"
전미정,"85쪽의 3번  각의 이등분선을 이용한 선분의 성질.
(1)에 대해서 설명할때 선분AB:선분AE=선분BD:선분DC 이라고 하셨는데
선분BE:선분BA= 선분BC:선분BD 아닌가요?","우리 친구 반가워요^^
 우리 친구~
 쌤의 비도 우리 친구가 말한 비도 둘다 성립해요^^"
전미정,"곱셈공식이 이해가 잘 안가요.
안녕하세요 선생님 !
 제가 이해가 잘 안되는 부분이 있는데
혹시 곱셈공식에서 042-2 문제 중","우리 친구 반가워요^^
 와 같죠?
 여기서 우변에 있는 -2xy를 좌변으로 옮겨 볼게요^^"
전미정,18-2 풀이를 봐도 모르겠어요ㅠㅠㅠ,"우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"질문이요!
19p3번에
1 *왜 '6'명씩 남는다로 해석이 되나요?? 공식이 있나요??*
2 왜 부족하다를 남는다로 해석하는 건가요? 따른 방법은 없나요?","우리 친구 반가워요^^
9명씩 배정하면 3명이 부족하고
10명씩 배정하면 4명이 부족하고"
전미정,"최대공약수와 최소공배수
물론 소인수분해에서 12와 18의 최대공약수가 6인것이 이해가 안되는건 아니지만
왜 지수가 더 작은것을 곱해야 하죠? 최대인대 말이죠! 그리고 최소공배수는 왜 더 큰것이죠? 최소인대말이죠?","우리 친구 반가워요^^
 최대공약수에서 포인트는 공약수랍니다!
 공약수 중 가장 큰것을 말하는 것이므로"
전미정,제 1회 실전모의고사 제 1회 실전모의고사 문제 9번 문제 풀이좀 부탁드려요,"우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를 파일로 첨부해 놓을게요^^
 확인해보구요^^"
전미정,9번 문제 풀이좀 부탁드립니다. 식 정리 방법좀 부탁드립니다.,"우리 친구 반가워요^^;
 우리 친구 어느 페이지에 9번문제인지
 다시 한번 글 좀 부탁해요^^"
전미정,"실전모의고사 30번
실전모의고사 30번도 모르겠는데 왜 30번풀이는 없나요 ㅠㅠ 풀이해주시면 안되요..? 106쪽 30번이요ㅛ
 ","우리 친구 반가워요^^
 쌤이 이 풀이를 파일로 첨부해 놓을게요.
 원의 성질 뿐만 아니라 도형의 닮음도 활용해 풀어야 한답니다."
전미정,"너무 어렵고 모르겠어요ㅠㅠ
풀이를 알려주시면 감사하겠습니당 ㅠㅠ
 ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"모르겠어요
모르겠어요","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를 파일로 첨부해 놓을게요.
 우리 친구 한번 확인해보구요^^"
전미정,42쪽 21번 문제에서 위식 의 해가 없다. 라고 했는데 왜 3/5-a는-4와 작거나 크다라고 해요?? 같거나 작으면 같은 수 -4가 해가 있지않나요??,"우리 친구 반가워요^^
 썜의 답변이 늦어서 미안해요.
 우리 친구 연립부등식의 해가 없으려면"
전미정,밑에 질문했던 학생이예요ㅠㅠ 파일 첨부를 해주셨다고하셨는데 제가 그 파일을 어디서 볼수있을까요ㅠㅠ?제 화면에선 파일여부가 안보여서요ㅠㅠㅠㅠ번거롭게 해드려서 죄송합니다ㅠㅠㅠ,"우리 친구 반가워요^^
 썜이 첨부한 파일은
 쌤이 답변한 글 하단에"
전미정,18-2 풀이를 봐도 모르겠어요ㅠㅠㅠ,"우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"질문이요!
19p3번에
1 *왜 '6'명씩 남는다로 해석이 되나요?? 공식이 있나요??*
2 왜 부족하다를 남는다로 해석하는 건가요? 따른 방법은 없나요?","우리 친구 반가워요^^
9명씩 배정하면 3명이 부족하고
10명씩 배정하면 4명이 부족하고"
전미정,"최대공약수와 최소공배수
물론 소인수분해에서 12와 18의 최대공약수가 6인것이 이해가 안되는건 아니지만
왜 지수가 더 작은것을 곱해야 하죠? 최대인대 말이죠! 그리고 최소공배수는 왜 더 큰것이죠? 최소인대말이죠?","우리 친구 반가워요^^
 최대공약수에서 포인트는 공약수랍니다!
 공약수 중 가장 큰것을 말하는 것이므로"
전미정,"y의 범위는 어떻게 구하는 건가요?
예)
y=-2x제곱-4x+1의 푸는 방식과 y값의 범위를 구하는
방법을 알려주세요 ","우리 친구 반가워요~
 우리 친구 이차함수 단원에서 방법을 묻는 거죠?
 y=-2x2-4x+1"
전미정,"질문이요.
112p에 30번 문제 잘 모르겠어요... ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요~"
전미정,"재질문
1학기에 공부하는 내용들이 직접적으로 더 연계가 되어 보이긴 하나 
 목표가 서울 상위권 대학이라고 하셨기때문에
 2학기에 나오는 도형파트들 역시 개념이나 공식들을","우리 친구 반가워요^^
 쌤이 두 문제의 풀이를 파일로 첨부해 놓을게요~
 우리 친구 우리 교재의 54쪽의 개념을 다시 한번 정리하면"
전미정,"질문이요!
｛(+8)-(-1)｝에서 (+8)을 8로 바꿔서
｛8-(-1)｝이걸로 써도 되는 건가요? ","우리 친구 반가워요^^
 우리 친구 말대로 8로 써도 되는거랍니다^^
 괜찮아요~"
전미정,"42p 23번 문제 질문
문제풀이중에 상자의갯수가x 이고 초콜릿을 8개씩 담으면
상자가 3개가 남는데 그럼 8개씩 담긴 상자의 갯수가
(x-4)인지 아직 이해가 되지않습니다 ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요~"
전미정,"19강 실수?
선생님 19강 14번 문제에서 마지막에 답 쓸 쯤에 B=3
이라고 하셨는데 노란색분필로 풀이 쓸 때 갑자기 왜 6이
됐나요? 실수인가요 아니면 생략된 풀이가 있나요? ","우리 친구 반가워요~
 B=3 맞구요~
 6이 나온것은 통학시간이 40분 이상인 학생수는"
전미정,"질문
저번에 점이 아주 작은 원의 형태라고 생각하면 된다고
말씀하셨는데, 원으로는 겹치지 않는 한
평면을 만들 수 없지 않나요?
또, 만든다고 해도 빈 공간이 있을텐데,","우리 친구 반가워요^^
 점을 촘촘히 찍어서 선을 만들 수도 있겠지만
 수학에서는 점을 찍어 선을 만든다 하지 않구요"
전미정,"질문
선생님! 2강 6분27초에서
절댓값은 항상 부호가 때져 있는 양수 또는0이 되어야
된다고 하셨는데 l a l= - a 여기서 왜 a에-를 붙이신거예요??
부호가 있으면 안되는거 아닌가요? ","우리 친구 반가워요^^
 a는 숫자가 아니라
 임의의 문자이지요~"
전미정,순환소수를 분수로 나타내기 100x=12.1212.... x= 0.1212.... x에 1이 숨겨져 있잖아요 그래서 100x-1x는 99라고 할 수 있나요? 지식백과에 쳐보면 순환마디의 숫자만큼 쓰라고 하는데 그게 헷갈려서요 제 방법도 맞나요? 1000x=73.7373... 10x= 0.7373... 아까 그냥 x랑은 다르게 둘다 x앞에 숫자가 있으니까 1000-10을 해서 990이된거죠 그래서 아까 첫번째 x앞에 아무것도 없는건 1이 숨겨져 있는거죠,"우리 친구 반가워요~
 우리 친구의 질문의 요지는
 x= 1 X x임을 묻는거죠?"
전미정,"이해가 안되요
8쪽 2-1이 무슨 말인지 모르겠어요
너무 어렵게 설명해주네요
개념을 잘 따진다 해서 샀는데","우리 친구 반가워요~
 쌤이 풀이를 파일로 첨부해 놓을게요~
 확인해보구요."
전미정,영역총정리 영역총정리 67p 4번7번 8번 이여,"우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요~"
전미정,"질문
√a²에서 루트와 제곱을 없애셔서 a가 된건 알겠는데
√(-a)²에서는 루트와 제곱을 안없애도 되나요?
그리고 4강 6분25초쯤에서 -a x -a는 a아닌가요?
왜√a가아니고 √a²가 되는지 모르겠어요ㅠㅠ","우리 친구 반가워요^^
 우리 친구가 숫자 넣어 푼것처럼 풀면 되구요^^
 루트를 아직 벗어난게 아니기 때문에"
전미정,"59쪽 30번,29번 영역총정리 59쪽 30번,29번 답을봐도 이해가안가여 풀이과정및 자세한설명 부탁드립니다.","우리 친구 반가워요^^
 쌤이 두 문제의 풀이를 파일로 첨부해 놓을게요~
 우리 친구 우리 교재의 54쪽의 개념을 다시 한번 정리하면"
전미정,"질문이요!
｛(+8)-(-1)｝에서 (+8)을 8로 바꿔서
｛8-(-1)｝이걸로 써도 되는 건가요? ","우리 친구 반가워요^^
 우리 친구 말대로 8로 써도 되는거랍니다^^
 괜찮아요~"
전미정,"42p 23번 문제 질문
문제풀이중에 상자의갯수가x 이고 초콜릿을 8개씩 담으면
상자가 3개가 남는데 그럼 8개씩 담긴 상자의 갯수가
(x-4)인지 아직 이해가 되지않습니다 ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요~"
전미정,"19강 실수?
선생님 19강 14번 문제에서 마지막에 답 쓸 쯤에 B=3
이라고 하셨는데 노란색분필로 풀이 쓸 때 갑자기 왜 6이
됐나요? 실수인가요 아니면 생략된 풀이가 있나요? ","우리 친구 반가워요~
 B=3 맞구요~
 6이 나온것은 통학시간이 40분 이상인 학생수는"
전미정,"질문
저번에 점이 아주 작은 원의 형태라고 생각하면 된다고
말씀하셨는데, 원으로는 겹치지 않는 한
평면을 만들 수 없지 않나요?
또, 만든다고 해도 빈 공간이 있을텐데,","우리 친구 반가워요^^
 점을 촘촘히 찍어서 선을 만들 수도 있겠지만
 수학에서는 점을 찍어 선을 만든다 하지 않구요"
전미정,"질문
선생님! 2강 6분27초에서
절댓값은 항상 부호가 때져 있는 양수 또는0이 되어야
된다고 하셨는데 l a l= - a 여기서 왜 a에-를 붙이신거예요??
부호가 있으면 안되는거 아닌가요? ","우리 친구 반가워요^^
 a는 숫자가 아니라
 임의의 문자이지요~"
전미정,"이차방정식의 풀이
완전제곱식을 이용한 이차방정식의 풀이에서 이차항의 계수를 1로 만들어야 하는 이유는 무엇인가요?
그리고 꼭 그렇게 해야 하나요? ","우리 친구 반가워요^^
 이차항의 계수를 1로 만들어야
 이차항의 계수를 통해서"
전미정,"질문
p.19  3번
(참가한 학생수)-6=(9,10,12의공배수)에서
왜 9,10,12의 공배수가 되는지 모르겠어요!
만약에 이런 문제가 나온다면 다 공배수로","우리 친구 반가워요^^
 우선 3번과 같은 경우는 이런 형태로 되는 경우가 많긴 해요~
 쌤이 풀이 첨부해 놓을테니 확인해 보구요~"
전미정,"질문이요!
선생님!12의 약수의 개수를 구할때 표를 그려서 구하셨잖아요
그런데 만약에 12보다 더 큰수의 약수의 개수를 구하라고 하면
그것도 표를 그려서 구해야 되나요?
 ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"함수
46p 48-1번 문제 에서 ㄷ,ㄹ 잘 모르겠어요 ~ ","우리 친구 반가워요^^
 ㄷ의 경우에는
 만약 둘레가 12라고 한다면"
전미정,"영역 총정리
94p 1번 문제 잘 모르겠어요~ ","우리 친구^^
 쌤이 이문제의 풀이도 파일로 첨부해놓을게요~
 마지막에 a,b,c의 관계를 나타낼 때 실수하지 않도록 조심하길 바래요^^"
전미정,"기본 도형
72p 78-1번 문제
      79-1번 문제
75p 84-2번 문제 모르겠어요 알려주세요~^^ ","우리 친구^^
 쌤이 세 문제의 풀이를 파일로 첨부해 놓도록 할게요~
 확인해보도록 하구요~"
전미정,"고등 수학 맛보기
44p 고등 수학 맛보기 중에서
예제 2번 유제 2번 모르겠어요 ~ ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 두문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"잘모르겠어요
48쪽에 활용 문제요 어떻게 풀어야할지 모르겠어요,,두문제 다 설명해 주시면 안됄까요??? ","우리 친구^^
 쌤이 두 문제의 풀이를 파일로 첨부해 놓을게요.
 활용의 경우에는 문제의 뜻을 이해해 식을 세워야하는 것 이라"
전미정,"설명부탁드려요! 33쪽 038-2번이요 풀이도 알고 답도 다 아는데요 왜 답이 이답인지 이해가 안돼여.. x<-1인데 왜답이 -2인지,,,,, 알려주세요ㅜ ","우리 친구 반가워요^^
 정답이 -2인 이유는
 문제에서 x값 중 가장 큰 정수를 구하라 했죠~"
전미정,"문제풀이
43쪽 27번 문제요! ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"질문
5강 영역총정리 23번 문제에서
(x - 2) ² = x ² + 4 가 아니라 왜
(x - 2) ² = x ² - 4x + 4 인가요? ","우리 친구 반가워요^^
 우리 친구가 질문한 내용을 답을 하면요~
 (x - 2) ² =(x-2)(x-2)=x ² -2x -2x + 4= x ² - 4x + 4
 "
전미정,"연립부등식
잘 모르겠어요.. ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓도록 할게요~"
전미정,"풀이좀해주세요^^
mn은 알겠는데 그다음이 모르겠어요 ㅠㅠ 도와주세요 ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"함수
46p 48-1번 문제 에서 ㄷ,ㄹ 잘 모르겠어요 ~ ","우리 친구 반가워요^^
 ㄷ의 경우에는
 만약 둘레가 12라고 한다면"
전미정,"영역 총정리
94p 1번 문제 잘 모르겠어요~ ","우리 친구^^
 쌤이 이문제의 풀이도 파일로 첨부해놓을게요~
 마지막에 a,b,c의 관계를 나타낼 때 실수하지 않도록 조심하길 바래요^^"
전미정,"기본 도형
72p 78-1번 문제
      79-1번 문제
75p 84-2번 문제 모르겠어요 알려주세요~^^ ","우리 친구^^
 쌤이 세 문제의 풀이를 파일로 첨부해 놓도록 할게요~
 확인해보도록 하구요~"
전미정,"고등 수학 맛보기
44p 고등 수학 맛보기 중에서
예제 2번 유제 2번 모르겠어요 ~ ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 두문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"잘모르겠어요
48쪽에 활용 문제요 어떻게 풀어야할지 모르겠어요,,두문제 다 설명해 주시면 안됄까요??? ","우리 친구^^
 쌤이 두 문제의 풀이를 파일로 첨부해 놓을게요.
 활용의 경우에는 문제의 뜻을 이해해 식을 세워야하는 것 이라"
전미정,"설명부탁드려요! 33쪽 038-2번이요 풀이도 알고 답도 다 아는데요 왜 답이 이답인지 이해가 안돼여.. x<-1인데 왜답이 -2인지,,,,, 알려주세요ㅜ ","우리 친구 반가워요^^
 정답이 -2인 이유는
 문제에서 x값 중 가장 큰 정수를 구하라 했죠~"
전미정,"문제풀이
43쪽 27번 문제요! ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를
 파일로 첨부해 놓을게요^^"
전미정,"ㅠㅠ
죄송한데 쌤이 첨부해놓았다는 풀이는 어디서 확인할수있나요?
제가 컴맹이라서ㅠㅠ ","우리 친구 반가워요^^
 쌤이 첨부해 놓은 파일은
 쌤의 글 하단에 그림표시가 있을거에요~"
전미정,"문제풀이
영역총정리 27번 아무리 들어도 이해가 안되네여ㅜㅜㅜㅜㅜ ","우리 친구 반가워요^^
 쌤이 어떤 영역총정리 인지 알수있게
 페이지를 알려줄 수 있을까요?"
전미정,"고등수학 맛보기
예 문제에서요
내림차순으로 정리할때 왜 뒤에 부호가 바뀌어요? 그리고 왜 묶어서 쓰는거지요???이해가 잘 안되요 ","우리 친구 반가워요^^
 어떤 문자에 대해 내림차순으로 정리하라 하면
 그 문자에서 가장 차수가 높은 항 부터 차례대로 써주어야해요."
전미정,"질문
4강 18-1번문제 중 (3)번 문제에서
5 에 루트를 씌우면 루트5 아닌가요?
왜 루트25가 되는거에요?
 ","우리 친구 반가워요^^
 5에 루트를 씌우는게 뭘까 쌤이 한참 생각했네요^^
 √20의 범위를 구할 때를 말하는거 맞죠?"
전미정,"도와주세요ㅠㅠ
이 문제를 푸는데 사진에 적어놓은 것 처럼 잘 이해가 가지 않아서요ㅠㅠ
ii ) 식에서 N(16) 은 4.XXX 인데 어떻게 그 사이의 자연수가 1,2,3,4 가 될 수 있나요?ㅠ
전체적으로 이해가 잘 안가네요ㅠㅠ
도와주세요ㅠㅠ ","우리 친구 반가워요^^
 문제에서 주어진 조건이 있지요~
 작거나 같다구요^^"
전미정,"질문
강의 내용과는 상관 없지만, 개인적으로 궁금해왔던
문제라 질문해봅니다  :)
 a + b = a X b (단, a 와 b 는 1보다 크고, 서로 다른 수)","우리 친구 반가워요~
 쌤이 우리 친구가 질문한 내용의 설명을
 파일로 첨부해 놓을게요~"
전미정,관한식 이 헷 갈려요ㅜㅜㅜ 선생님 안녕하세용 !! 반배치 고사 준비하느라고 징검다리 열심히 듣고. 있는 예비고 1 입니당. 다름이. 아니라 8강에서 마지막 문제 풀이 원기둥에서요. 문제에서는 h를 s와r에. 관한식으로 풀라고 하잖아요 그렇다면 h에 관한식과 h를 s와r에. 관한 식으로. 한다는 건 똑같은 의미 인건가요 ?,"우리 친구 반가워요^^
 우리 친구가 질문한 2 문장은
 다른 의미랍니다."
전미정,질문이요! 선생님께서 23강의중에 95-2 문제 풀어주신거는 답이 98도가 나왔는데 정답과풀이에는 답이 92도라고 적혀있어요.. 둘다 풀이과정은 맞는거같은데 어느게 맞는답이에요?,"우리 친구 반가워요^^
 쌤이 계산실수를 했나봐요ㅠㅠ
 정답에 있는 92도가 정답이랍니다."
전미정,"질문
P.47 51-1번 문제 중 보기 5번에 대한 질문인데요.
a<0이고 x의 값이 '음수'일 때에는 x의 값이 증가하면 y의 값도 증가하는 것 맞죠?
 ","우리 친구 반가워요^^
 우리 친구 말대로 x값이 증가하면
 y값도 증가하는게 맞답니다^^"
전미정,p.96 19번이요 무슨말인지 잘 모르겠어요ㅠㅠ쉽게설명부탁드려요,"우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를 파일로 첨부해 놓을게요!
 그럼 우리 친구 확인해보구요~"
전미정,"p 97에서 22번 잘 이해가안가요ㅜ cos C가 루트3/3이라고 했으면 그냥 CA의 길이는 3이고 CH의 길이는 루트3아닌가요?왜 AC길이와 CH의 길이를 루트3k, 3k로 놓은건가요?","우리 친구 반가워요^^
 쌤이 풀이를 첨부해 놓도록 할게요~
 삼각비는 직각삼각형에서 성립하는 비 랍니다."
전미정,"도와주세요!
안녕하세요. 선생님 예비고 인데 혼자 중학교 전과정을 복습하다가 생각처럼 잘 되지
않아서 막막했는데, 이런 강의를 알게 되서 너무 좋아요ㅠㅠ 정말 큰 도움 되서 별 5개도 모자라요..ㅠㅠ
다름이 아니라 강의를 듣는 도중 이해가 안 되는 부분이 있어서요ㅠㅠ
 ","우리 친구 반가워요^^
 우리 친구들이 a를 숫자로 생각해서 그런거 같아요.
 a는 어떤 수든 들어갈 수 있는 임의의 문자랍니다."
전미정,"접근을 못하겠어요
선분 AB를 어떤 이유로 4등분 하는지 모르겠어요;;
이 이유와 그 이후의 풀이를 자세하게 설명해주세요! ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제를 파일로 첨부해 놓을게요~
 4등분 하는 이유는"
전미정,094-1 094-1의 답은 2번아닌가요?? 답지에 4번이라고 되어있는데 4번이맞다면 2번이아닌이유 좀 설명해주세용,"우리 친구 반가워요^^
 답은 4번이 맞답니다.
 주어진 문제에서 점o는 삼각형의 외심이죠~"
전미정,"고민 있어요ㅠ.ㅠ
안녕하세요! 위에 제목으로 어제 질문 드렸던 학생인데요
이렇게 빨리 답변해주셔서 너무 감사해요ㅠㅠ 지금 예비고1이구요
배치고사가 얼마남지 않아서 수학 총정리도 해야할 것 같고 선생님 말씀처럼 부족한 개념을 공부를 해야될 것 같은데,
2개를 다 할 수 있을까요?","우리 친구 반가워요^^
 우리 친구 예비고1 친구군요~
 2가지를 다하기는 어려워도 우리 친구 이번 방학에는 꼭 해내야해요."
전미정,"고민있어요 ㅠ.ㅠ 제가 중학교 수학을 총정리하려고 하다가 이 강의를 찾았는데요! 문제는 제가 초등학교부터 쭉 수학학원을 다녔는데 중학교 올라오고서 엄청나게 낮은 점수를받고 너무 충격 받았어요.. 그래서 학원체질이 아닌 거 같아 중학교 1학년 때 학원을 끊었는데, 그나마 학원에서 예습덕분에 학교 수업을 놓치지 않고 들었던 것을 학원을 끊은 후 이해가 안되서 너무 후회했어요. ㅠㅠ 그 뒤로 쭉 수학 점수는 들쑥날쑥하고 특히 중학교 2학년 2학기 도형부분이 정말 기초가 없어요.. 이 강의는 필수개념을 뽑아서 해주시는 것 같은데 제가 들어도 될까요? 만약 안되면 중학교 수학을 다 하자니 너무 막막해요 ... 어떡해야 될까요?ㅠㅠㅠ","우리 친구 반가워요^^
 우리 친구 수학 때문에 고민이 많겠어요.
 우리 친구 정말 고민이 된다면 이 강좌보다는 쌤은"
전미정,"2강 내용 질문
a가 음수일때 a값이 왜 그냥 a가 아니라 -a인가요??
절댓값은 -부호가 붙을수없지 않나요???
도와주세용 ","우리 친구 반가워요^^
 쌤이 숫자를 예를 들어 설명해볼게요~!
 a<0이므로 a를 -2라 해볼게요~"
전미정,질문있어요! '루트 a의 제곱 '에서 a가 0보다 크거나같으면 a가 되고 a가 0보다 작으면 -a가 되잖아요 근데 왜-a가 되는지 모르겠어요...,"우리 친구 반가워요^^
  우리 친구 쌤이 숫자를 예를 들어봐줄게요^^
  만약 a가 -2라면~"
전미정,제곱근a에 대해서... 제곱근a가 왜 루트a는 되고 마이너스 루트a는 안되나요?,"우리 친구 반가워요^^
  제곱근 a에서 제곱근은 루트의 다른 표현이라고 생각하면 되요.
  제곱근은 √를 의미해서 제곱근 a는 √a가 되는 거구요~"
전미정,"1강 영역총정리 소인수분해 03번(19p)
 참가한 학생수에서 6명을 왜 빼야하는지 모르겠어요.
또 왜 갑자기 9, 10, 12의 최소공배수를 구하는지 모르겠어요.","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,"선생님 도와주세유ㅜㅠㅜ
선생님 항상 수고 하십니당!!^^
다름이아니구용.. 엊그제 선생님께 질문을 드렸었는데요
선생님이 설명을 너무 딱 알맞게 해주셔서
대부분이해가 갔는데요ㅜㅠ","우리 친구 반가워요^^
 쌤의 말이 좀 모호했던거 같네요 ㅎ
 쌤이 파일로 설명을 첨부해 놓을테니"
전미정,"선생님..고민이에요ㅜㅠㅜ
선생님 제가 고등학교가서는 학원을 아예안다니고
혼자 수학을 독학하려는데 주변에는
독학하는 사람도 없고 다 학원을 다녀서요ㅜㅜ
어떻게 독학하는지 어디에 질문을 해야할지 고민하다가 선생님께","우리 친구 반가워요^^
 고등학교 부분은 중등과정 보다 더 심화가 되기 때문에
 완전한 독학은 힘들거 같아요."
전미정,"이차함수 질문이용~~
선생님 30번문제 푸리부분에서
이해가 안되는 부분이 있어서요,.ㅠㅜ
풀이) (생략)두 그래프의 축의 방정식은 모두 x=3이다
A( a , -2a제곱+12a-9) 라고 하면... 까지는 x대신에","우리 친구 ^^
 쌤이 이 문제의 풀이를 파일로 첨부해 놓을게요~
 한번 확인해 보구요~"
전미정,"이차함수 질문이용!!!
선생님 29번 객관식 4번과 5번에관해서 답지를 봤는데요
이해가 안되서요ㅜㅠㅜ..!!  답지에는 
객관식4번: x=1 일때 y<0 이므로 a+b+c<0
객관식 5번: x=-1일때 y<0이므로 a-b+c<0","우리 친구 반가워요^^
 우선 4번의 경우~
 주어진 이차함수 식의 x에1을 대입하면"
전미정,"1강....문제 질문..!!!!
선생님!안녕하세요~ 제가 오늘 첫 강의를 듣다가 이해가 안되는게 있어서요....
영역 총정리에서 3번문제요 왜 참가한 학생수-6인가요??
9명씩 배정하면 3명이 부족하고,10명씩 배정하면 4명이 부족하고 부터 무슨말인지 잘이해가 안되요. 왜 6명이 남는건지 도와주세용~","우리 친구 반가워요^^
 쌤이 이 문제의 풀이를 파일로 첨부해 놓을게요~
 우리 친구 한번 확인해 보구요^^"
전미정,"질문있어요!!
96쪽에 19번 자세히 알려주세요ㅠㅠ 풀이를 봐두 이해가 안됩니다ㅠㅠ ","우리 친구 반가워요^^
 쌤이 우리 친구가 질문한 문제의 풀이를 파일로 첨부해 놓을게요~
 이 문제의 경우 무게중심의 정의를 알고"
전미정,질문있어요! 한 변의 길이가 1인 정사각형의 대각선의 길이는 왜 루트2 인건가요? 아직 피타고라스의 정리를 배우지 않았는데 어떻게 알 수 있는거죠?,"우리 친구 반가워요^^
  게시판에 설명하기 곤란해
  쌤이 우리 친구가 질문한 내용을 파일로 첨부해 놓을게요~"
전미정,질문있어요! '루트 a의 제곱 '에서 a가 0보다 크거나같으면 a가 되고 a가 0보다 작으면 -a가 되잖아요 근데 왜-a가 되는지 모르겠어요...,"우리 친구 반가워요^^
  우리 친구 쌤이 숫자를 예를 들어봐줄게요^^
  만약 a가 -2라면~"
